clasificacion;precio_actual;sugerido_x1000;disponibilidad;sku_o_id;slug;nombre
decimales;494,12;494.120;out_of_stock;753288fc-f926-4674-9414-2473d2c4b481;memoria-usb-adata-uv240-2-0-32-2;MEMORIA USB ADATA UV240 2,0 - 32GB - BLANCA
decimales;522,41;522.410;out_of_stock;708dd7db-dd74-4ab4-a9d5-396e36602d17;monitor-ben-q-24-gw2480-fhd-hd;"MONITOR BEN-Q 24"" GW2480 - FHD - HDMI -VGA - DISPLAY PORT - IPS - 60HZ - 5MS - ALTAVOCES INCLUIDOS"
decimales;522,41;522.410;out_of_stock;8e8babbf-ced5-45c6-90e5-a04252fb3c97;memoria-usb-sandisk-ultra-shif-2;MEMORIA USB SANDISK ULTRA SHIFT 3,0 - 128GB - NEGRA
decimales;532,53;532.530;out_of_stock;acc0a72c-8362-45d3-81f2-8e450a6a259f;adaptador-red-tp-link-ue306-us;ADAPTADOR DE RED TP LINK UE306 USB 3,0 A ETHERNET RJ45 GIGABIT - NEGRO
decimales;533,12;533.120;out_of_stock;56463f82-178e-4e24-9f4e-c80d5debb0d8;monitor-viewsonic-omni-vax2416;"MONITOR VIEWSONIC OMNI VAX2416 GAMING 24""- FHD - IPS - DISPLAY PORT- HDMI - 100HZ - 1MS"
decimales;533,12;533.120;out_of_stock;1f99afe9-2b19-4d9f-b794-84c611caab1f;memoria-usb-adata-ac906-2-0-64;MEMORIA USB ADATA AC906 2,0 - 64GB - NEGRO
decimales;547,40;547.400;out_of_stock;d215a2af-4b86-4119-a297-5aa658abe288;monitor-caixun-27-c27x3f-fhd-h;"MONITOR CAIXUN 27"" C27X3F - FHD - HDMI - VGA - IPS - 100HZ - 5MS - INCLUYE PARLANTES"
decimales;642,60;642.600;out_of_stock;994136f5-d5a2-4f89-8c6a-8fe66370f23e;monitor-hp-27-v27i-g5-fhd-hdmi;"MONITOR HP 27"" V27I G5 - FHD - HDMI - VGA - DISPLAY PORT- IPS - 75HZ - 5MS - SIN BISEL - NEGRO"
decimales;642,60;642.600;out_of_stock;42b49124-d56b-494f-bdf9-a6cee955ae87;memoria-usb-adata-c008-2-0-32g-2;MEMORIA USB ADATA C008 2,0 - 32GB - NEGRA  - RETRACTIL
decimales;678,30;678.300;out_of_stock;5fb946a8-6642-4887-b313-71080b0a75ad;monitor-hp-24-m24fw-fhd-hdmi-v;"MONITOR HP 24"" M24FW - FHD - HDMI - VGA - IPS - 75HZ - 5MS - SIN BISEL - BLANCO"
decimales;678,30;678.300;out_of_stock;e147b333-35c1-4871-af59-055b59187a28;memoria-usb-adata-uv240-2-0-32;MEMORIA USB ADATA UV240 2,0 - 32GB - NEGRA
decimales;681,87;681.870;out_of_stock;e4b3407a-03b6-43fa-9028-6955c58466db;adaptador-inalambrico-tp-link;ADAPTADOR INALAMBRICO TP-LINK TL-WN823N - USB 300MBPS â€“ MINI
decimales;729,89;729.890;out_of_stock;497867f8-8b17-4c57-8702-486ed1b00618;galaxy-tab-a9-sm-x210n-pantall;"GALAXY TAB A9 + SM-X210N - PANTALLA 11"" - OCTA CORE 2,2GHZ / 1,8GHZ- 64GB - MEM 4GB - ANDROID 13 - DOBLE CAM - GRIS"
decimales;773,50;773.500;out_of_stock;5dfe8438-b635-4983-bdcb-c1ddb70d6332;monitor-hp-omen-24-gaming-24-f;"MONITOR HP OMEN 24 GAMING 24"" - FHD - HDMI - DISPLAY PORT - IPS - 165HZ - 1MS - ALTURA AJUSTABLE - PIVOTEABLE - NEGRO CON RGB"
decimales;773,50;773.500;out_of_stock;823b95f2-291b-4253-8ff3-553d88b30f61;memoria-usb-adata-uv240-2-0-64;MEMORIA USB ADATA UV240 2,0 - 64GB - NEGRA
decimales;788,97;788.970;out_of_stock;faaf99a1-9968-4518-bf5f-e01691bb0bc7;impresora-epson-l1250-recarga;IMPRESORA EPSON L1250 - RECARGA CONTINUA - WIFI
decimales;824,67;824.670;out_of_stock;25a8f749-b76f-4ab9-a117-26b553cff2d4;impresora-epson-l3210-recarga;IMPRESORA EPSON L3210 - RECARGA CONTINUA - MULTIFUNCIONAL - USB
decimales;862,75;862.750;out_of_stock;e4e78ebb-7b10-4134-b96a-6b56bf389a94;impresora-multifuncional-broth-2;IMPRESORA MULTIFUNCIONAL BROTHER T720DW - DUPLEX - WIFI - ADF - AMPLIA Y REDUCE
decimales;862,75;862.750;out_of_stock;50d12d13-b72a-4c48-a1a1-eb518e6c654d;memoria-micro-sd-kingston-256g;MEMORIA MICRO SD KINGSTON 256GB CLASE 10
decimales;866,27;866.270;out_of_stock;9c6ab9bd-4baf-4ff4-a99a-40c818a2a2fb;tp-link-tapo-c200-2-unds-1080p;TP-LINK TAPO C200 * 2 UNDS - 1080P FHD - 360Â° HORIZONTAL - 114Â° VERTICAL - MICROFONO Y ALTAVOZ - HASTA 128GB EN MICRO SD - DETECCION DE MOVIMIE
decimales;866,27;866.270;out_of_stock;14ec745b-18db-4ccb-bbc7-c98338b7910a;tp-link-tapo-c200-2-unds-1080p-2;TP-LINK TAPO C200 * 2 UNDS - 1080P FHD - 360Â° HORIZONTAL - 114Â° VERTICAL - MICROFONO Y ALTAVOZ - HASTA 128GB EN MICRO SD - DETECCION DE MOVIMIE
decimales;896,07;896.070;out_of_stock;54ff8bb2-ef1f-4fe1-a7e8-69222e15b58d;impresora-hp-laserjet-m141w-mo;IMPRESORA HP LASERJET M141W - MONOCROMATICA - WIFI - MULTIFUNCIONAL -
decimales;923,44;923.440;out_of_stock;67c429c3-7049-4139-9999-e7ed542cc765;impresora-epson-l3251-recarga;IMPRESORA EPSON L3251 - RECARGA CONTINUA - MULTIFUNCIONAL - WIFI
decimales;938,91;938.910;out_of_stock;f95fb094-a5ca-43f5-bb47-bc61d24745e6;canon-g4170-multifuncional-tin;CANON G4170 - MULTIFUNCIONAL -TINTA CONTINUA - WIFI - ADF - FAX - AMPLIA Y REDUCE -
decimales;938,91;938.910;out_of_stock;904c6e7d-0ca2-4964-9407-7d536a01f6c8;router-mercusys-mw302r-300mbps;ROUTER MERCUSYS MW302R 300MBPS 2 ANTENAS
decimales;938,91;938.910;out_of_stock;99f9dcfa-fb76-4748-939c-daef4d939569;router-mercusys-mw302r-300mbps-2;ROUTER MERCUSYS MW302R 300MBPS 2 ANTENAS
decimales;1096,39;1.096.390;out_of_stock;02e1e093-f044-4453-b9fe-333ad9253027;televisor-samsung-led-smart-tv;"TELEVISOR SAMSUNG LED SMART TV 40"" T5290 - TDT - FHD - UN40T5290AKXZL"
decimales;1096,39;1.096.390;out_of_stock;a2bf9cc8-413a-4601-b33f-db045c9b68b4;deco-e4-tp-link-1-pack-ac1200;DECO E4 TP-LINK - 1 PACK - AC1200 - SISTEMA WIFI DE MALLA DOBLE BANDA - BASE 10/100
decimales;1096,39;1.096.390;out_of_stock;1f25fcb8-1ffa-4d7a-896c-ad53d83052ac;deco-e4-tp-link-1-pack-ac1200-2;DECO E4 TP-LINK - 1 PACK - AC1200 - SISTEMA WIFI DE MALLA DOBLE BANDA - BASE 10/100
decimales;1142,40;1.142.400;out_of_stock;0ee49f81-01d3-4fd0-be52-24b18bbb581d;impresora-espon-tm-u220d-806-p;IMPRESORA ESPON TM-U220D-806 - POS - PUNTO DE VENTA MATRIZ DE PUNTO - USB
decimales;1219,75;1.219.750;out_of_stock;7345779e-3481-495c-a020-2bd76a256739;disco-estado-solido-hp-s650-96;"DISCO DE ESTADO SOLIDO HP S650 - 960GB - SATA 2,5"" - 345N0AA"
decimales;1237,60;1.237.600;out_of_stock;629e5783-04e7-4743-9f5b-9b67c1cbf38b;impresora-epson-l4260-recarga;IMPRESORA EPSON L4260 - RECARGA CONTINUA - MULTIFUNCIONAL - WIFI - IMPRESI√ìN DUPLEX
decimales;1257,83;1.257.830;out_of_stock;cc59636b-82ed-4718-8aa4-a9d2feedf1ce;timon-gaming-logitech-g29-incl;TIMON GAMING LOGITECH G29 - INCLUYE PEDALES - COMPATBLE CON PS3 / PS4/ PS5 / PC - GIRO DE 900¬∞ - PUERTO USB
decimales;1257,83;1.257.830;out_of_stock;2817e951-2c9c-419a-ad08-2bd8f08a0d33;velop-mesh-linksys-pack-x-3-ac;VELOP MESH LINKSYS - PACK X 3 - AC3900 (AC1300 POR CADA UNO) - SISTEMA WIFI DE MALLA DOBLE BANDA - GIGABIT ETHERNET - WIFI 5
decimales;1257,83;1.257.830;out_of_stock;a0ae7e3c-7f1d-436f-adf2-21f149d452fe;velop-mesh-linksys-pack-x-3-ac-2;VELOP MESH LINKSYS - PACK X 3 - AC3900 (AC1300 POR CADA UNO) - SISTEMA WIFI DE MALLA DOBLE BANDA - GIGABIT ETHERNET - WIFI 5
decimales;1356,60;1.356.600;out_of_stock;cbc11a3e-3e95-4e0c-a627-9f46ac5941c3;impresora-multifuncional-broth;IMPRESORA MULTIFUNCIONAL BROTHER MFCT920DW - DUPLEX - WIFI - ADF - ETHERNET - AMPLIA Y REDUCE - USB FRONTAL - 2 BANDEJAS
decimales;1356,60;1.356.600;out_of_stock;a776650d-f389-476d-a7b6-098470545571;memoria-micro-sd-kingston-128g;MEMORIA MICRO SD KINGSTON 128GB CLASE 10
decimales;1397,73;1.397.730;out_of_stock;9d386f02-f328-4f5e-ba79-fe10c412e8fe;impresora-epson-l5590-multifun;IMPRESORA EPSON L5590 - MULTIFUNCIONAL - TINTA CONTINUA - WIFI - ADF - PUERTO LAN
decimales;1470,84;1.470.840;out_of_stock;848c2abd-c5df-4871-bba2-4685580c3872;impresora-epson-tm-t88v-termic;IMPRESORA EPSON TM-T88V - TERMICA - USB - VELOCIDAD DE IMPRESION DE HASTA 300 MM/S
decimales;1505,35;1.505.350;out_of_stock;25665fcd-589d-4853-9199-e6c1207557b1;disco-estado-solido-foocus-240;DISCO DE ESTADO SOLIDO FOOCUS 240GB - SATA 2,5
decimales;1814,75;1.814.750;out_of_stock;6d139b06-ee62-4d20-a5e1-8138a03a6d5e;disco-estado-solido-adata-lege;DISCO DE ESTADO SOLIDO ADATA LEGEND 700 - 256GB - M.2 PCI NVME 3X4 - 2280 - 2000MB/S - 1600MB/S
decimales;1941,18;1.941.180;out_of_stock;1cba3fe4-2bfb-4794-afac-bbf2db3b2efa;escaner-brother-ads3100-40-ppm;ESCANER BROTHER ADS3100 - 40 PPM - 80 IPM - DUPLEX A COLOR - USB 3,0 - ACAPCIDAD ADF 60 PAGINAS
decimales;1941,18;1.941.180;out_of_stock;212ba60c-6c8f-4e81-9ec7-3d0088dcc76b;router-tp-link-archer-ax23-dua;ROUTER TP-LINK ARCHER AX23 - DUAL BAND - AX1800 - 4 ANTENAS - WIFI 6
decimales;1941,18;1.941.180;out_of_stock;b0883e80-159b-441c-bf1b-4ee48ae9c99f;router-tp-link-archer-ax23-dua-2;ROUTER TP-LINK ARCHER AX23 - DUAL BAND - AX1800 - 4 ANTENAS - WIFI 6
decimales;2300,27;2.300.270;out_of_stock;46d82111-f6ea-4217-9ccc-1bae6ea9a15d;escaner-workforce-epson-ds-530;ESCANER WORKFORCE EPSON DS -530 || - 35PPM - 70 IPM - DUPLEX A COLOR - USB 3,0 - ACAPCIDAD ADF 50 PAGINAS
decimales;8437,10;8.437.100;out_of_stock;SKU-1788995993299;disco-estado-solido-adata-lege-5;DISCO DE ESTADO SOLIDO ADATA LEGEND 700 - 2 TERAS - M.2 PCI NVME 3X4 - 2280 - 2000MB/S - 1600MB/S
decimales;10274,39;10.274.390;out_of_stock;71bd8912-f9da-498d-b6f8-d7c14addb6cb;disco-estado-solido-adata-lege-6;DISCO DE ESTADO SOLIDO ADATA LEGEND 860 - 2 TERAS - M.2 PCI NVME 4X4 - 2280 - 6000MB/S - 5000MB/S
entero_bajo;83,00;83.000;out_of_stock;7fdb838f-7013-4ad1-807d-a21a56764ef7;mouse-logitech-pebble-m350-ina-3;MOUSE LOGITECH PEBBLE M350 - INALAMBRICO - BLUETOOTH - SILENCIOSO - ROSA - TECNOLOGIA SILENT TOUCH - COMPACTO
entero_bajo;83,00;83.000;out_of_stock;4fc2e848-b47f-4eb6-a41a-e4fbdde422b0;memoria-usb-kingston-datatrave-11;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA- 256GB - NEGRA
entero_bajo;83,00;83.000;out_of_stock;07ddd6cd-566f-4686-87ef-0c8169a97258;mouse-logitech-pebble-m350-ina-6;MOUSE LOGITECH PEBBLE M350 - INALAMBRICO - BLUETOOTH - SILENCIOSO - ROSA - TECNOLOGIA SILENT TOUCH - COMPACTO
entero_bajo;90,00;90.000;out_of_stock;a0159599-3ed6-4dcf-b40f-c23a2280b926;mouse-logitech-m240-inalambric;MOUSE LOGITECH M240 - INALAMBRICO - BLUETOOTH -SILENCIOSO - GRAFITO - TECNOLOGIA SILENT TOUCH
entero_bajo;90,00;90.000;out_of_stock;16228737-54b6-44b5-bbe2-c1743f86b723;mouse-logitech-m240-inalambric-2;MOUSE LOGITECH M240 - INALAMBRICO - BLUETOOTH -SILENCIOSO - ROSA - TECNOLOGIA SILENT TOUCH
entero_bajo;90,00;90.000;out_of_stock;d25a69e6-b8eb-4fb6-a230-01f6ef9e3198;memoria-usb-kingston-datatrave-5;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA- 64GB - MORADO NEON
entero_bajo;90,00;90.000;out_of_stock;29a6bb3a-3cd8-46cb-b6d8-303277e92e17;memoria-usb-kingston-datatrave-6;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA- 64GB - VERDE NEON
entero_bajo;90,00;90.000;out_of_stock;85183250-2730-405b-94ef-70a8f5c07853;mouse-logitech-m240-inalambric-3;MOUSE LOGITECH M240 - INALAMBRICO - BLUETOOTH -SILENCIOSO - GRAFITO - TECNOLOGIA SILENT TOUCH
entero_bajo;90,00;90.000;out_of_stock;95c45a11-b7c8-444b-a271-c9b2bad3b01b;mouse-logitech-m240-inalambric-4;MOUSE LOGITECH M240 - INALAMBRICO - BLUETOOTH -SILENCIOSO - ROSA - TECNOLOGIA SILENT TOUCH
entero_bajo;92,00;92.000;out_of_stock;7e4f5ae3-9b8d-45a9-b7d1-c8dc92ee4604;combo-teclado-mouse-logitech-m-5;COMBO TECLADO Y MOUSE LOGITECH MK270 - INALAMBRICO - NEGRO
entero_bajo;92,00;92.000;out_of_stock;0b2ec768-6e7e-44b1-892f-40106e53fe76;router-tp-link-tl-wr850n-n300;ROUTER TP-LINK TL-WR850N - N300 MBPS - 2 ANTENAS - FUNCION WISP
entero_bajo;92,00;92.000;out_of_stock;8748bdb9-b19b-42e1-bb23-f590c8e92e00;router-tp-link-tl-wr850n-n300-2;ROUTER TP-LINK TL-WR850N - N300 MBPS - 2 ANTENAS - FUNCION WISP
entero_bajo;104,00;104.000;out_of_stock;2a848418-9e9f-4a16-b0b7-c7e69d10e44d;power-bank-adata-p20000qcd-car;POWER BANK ADATA P20000QCD - CARGA RAPIDA - 20000MAH - 2 PUERTOS USB - 1 TIPO C - PANTALLA INDICADORA DE CARGA
entero_bajo;205,00;205.000;out_of_stock;30fb1d60-b76d-44cb-81e8-368865b3545e;adaptador-inalambrico-mercusys;ADAPTADOR INALAMBRICO MERCUSYS MW150US - NANO USB - 150MBPS
entero_bajo;475,00;475.000;out_of_stock;7c44db36-040e-419f-aa63-e911d8267f49;samsung-a05s-sm-a057m-pantalla;"SAMSUNG A05S SM-A057M - PANTALLA 6,6"" - 128GB - TRIPLE CAMARA - - SILVER"
entero_bajo;586,00;586.000;out_of_stock;1305c06e-e182-4307-ad9b-e9514fd38d64;lenovo-m9-tb310fu-pant9-0-octa;"LENOVO M9 TB310FU - PANT9.0"" - OCTA CORE - 128GB - MEM 4GB - ANDROID 12 - DOBLE CAMARA"
entero_bajo;586,00;586.000;out_of_stock;aaf676c7-4ded-4512-9dc7-7683c1284992;memoria-micro-sd-adata-32gb-cl;MEMORIA MICRO SD ADATA 32GB CLASE 10
entero_bajo;803,00;803.000;out_of_stock;4f2cb391-f5b4-4f0e-b734-16537b773823;lenovo-m11-tb-330fu-pant-11-oc;"LENOVO M11 TB-330FU - PANT 11"" - OCTA CORE (2,0GHZ / 1,8GHZ) -128GB - MEM 4GB - ANDROID 13 - DOBLE CAMARA"
entero_bajo;803,00;803.000;out_of_stock;431713f1-2bb4-4432-b87d-e1a72a8b34ea;memoria-micro-sd-32gb-sandisk;MEMORIA MICRO SD 32GB SANDISK ULTRA CLASE 10 HASTA 100MB/S
entero_bajo;936,00;936.000;out_of_stock;4d8011f0-c93c-4b77-a370-d17b84d8946d;lenovo-m11-tb-330xu-pant-11-oc;"LENOVO M11 TB-330XU - PANT 11"" - OCTA CORE (2,0GHZ / 1,8GHZ) -128GB - MEM 4GB - ANDROID 13 - DOBLE CAM - WIFI + 4G LTE"
entero_bajo;936,00;936.000;out_of_stock;SKU-1788998087890;memoria-micro-sd-64gb-sandisk;MEMORIA MICRO SD 64GB SANDISK ULTRA CLASE 10 HASTA 100MB/S
entero_bajo;999,00;999.000;out_of_stock;90e961ba-c3ee-4d56-a3b4-07e8c9a195a9;galaxy-tab-a9-5g-sm-x216b-pant;"GALAXY TAB A9 + 5G SM-X216B -PANT 11"" -OCTA C. 2,2GHZ/1,8GHZ- 128GB - MEM 8GB -ANDROID 13 + 5G -GRAY"
entero_bajo;999,00;999.000;out_of_stock;06bde78f-6d85-49b7-8335-f0820476eac8;galaxy-tab-a9-5g-sm-x216b-pant-2;"GALAXY TAB A9 + 5G SM-X216B -PANT 11"" -OCTA C. 2,2GHZ/1,8GHZ- 128GB - MEM 8GB -ANDROID 13 + 5G -SILVER"
entero_bajo;1071,00;1.071.000;out_of_stock;091fb77f-1955-4a1e-a16e-796c653f725b;disco-estado-solido-adata-lege-4;DISCO DE ESTADO SOLIDO ADATA LEGEND 860 - 1 TERA - M.2 PCI NVME 4X4 - 2280 - 6000MB/S - 5000MB/S
entero_bajo;1115,00;1.115.000;out_of_stock;871a9f61-02ae-4ac4-93f0-9bcc943b7abb;lenovo-tab-plus-tb351fu-pant-1;"LENOVO TAB PLUS TB351FU - PANT 11,5"" 2K - OCTA CORE (2,2GHZ / 2,0GHZ) 256GB - MEM 8GB - ANDROID 14 - DOBLE CAMARA - LUNA GREY"
entero_bajo;1115,00;1.115.000;out_of_stock;43af4bce-7192-4292-a940-b5e54b253877;memoria-micro-sd-adata-64gb-cl;MEMORIA MICRO SD ADATA 64GB CLASE 10
revisar;25999,00;;in_stock;SKU-1776808933270;bateria-sellada-6v-1-2ah-ref-f;BATERIA SELLADA 6V-1.2AH REF. FL612GS
revisar;31178,00;;in_stock;SKU-1774885518950;camara-web-logitech-brio-300-r;CAMARA WEB LOGITECH BRIO 300 ROSA
revisar;31178,00;;in_stock;SKU-1774057270665;camara-web-logitech-brio-300-u;CAMARA WEB LOGITECH BRIO 300  - USB-C - BLANCA
revisar;32000,00;;in_stock;SKU-1783723935969;forza-ps-611ul-power-strip;Forza PS-611UL Power Strip 110V 6-NEMA Breaker
revisar;35879,00;;in_stock;SKU-1784060188306;forza-zion-2k10n-volt-2;Forza Zion-2K10N Volt Protector 120V 900J 1-NEMA 50/60Hz
revisar;36000,00;;in_stock;SKU-1776808806946;bateria-sellada-6v-4ah-ref-fl6;BATERIA SELLADA 6V-4AH REF. FL640GS
revisar;44000,00;;in_stock;SKU-1776808558908;bateria-sellada-12v-2-3ah-ref;BATERIA SELLADA 12V-2.3AH REF. FL1223GS
revisar;44000,00;;in_stock;SKU-1776808476826;bateria-sellada-12v-4ah-ref-fl;BATERIA SELLADA 12V-4AH REF. FL1240GS
revisar;44000,00;;in_stock;SKU-1776808710861;bateria-sellada-6v-7ah-ref-fl6;BATERIA SELLADA 6V-7AH REF. FL670GS
revisar;45458,00;;in_stock;SKU-1784060335234;forza-fvp-0200c-zion-volt-prot;Forza FVP-0200C Zion Volt Prot 120V 1400J 2-NEMA Coax RJ45
